url,label
gmwatch.org,mixed
gnews.org,unreliable
godandscience.org,unreliable
godanriver.com,reliable
godfatherpolitics.com,unreliable
godlikeproductions.com,unreliable
goerie.com,reliable
good.is,reliable
goodgopher.com,unreliable
goodmenproject.com,reliable
goodnewsnetwork.org,reliable
goodsciencing.com,unreliable
goop.com,unreliable
gop.com,unreliable
gop.gov,unreliable
gopthedailydose.com,unreliable
gopusa.com,reliable
gothamist.com,reliable
gotnews.com,unreliable
gotquestions.org,unreliable
governing.com,reliable
govexec.com,reliable
govtrack.us,reliable
govtslaves.com,unreliable
gp.se,reliable
gq.com,reliable
greanvillepost.com,mixed
greatamericandaily.com,unreliable
greatamericanrepublic.com,unreliable
greatfallstribune.com,reliable
greatreject.org,unreliable
greeleytribune.com,reliable
greenbaypressgazette.com,reliable
greenfieldreporter.com,reliable
greenleft.org.au,mixed
greenmedinfo.com,unreliable
greenpeace.org,mixed
greensboro.com,reliable
greenvilleonline.com,reliable
grid.news,reliable
grist.org,reliable
gritpost.com,reliable
ground.news,reliable
group30.org,reliable
guampdn.com,reliable
guardianlv.com,reliable
guardonline.com,reliable
guelphmercury.com,reliable
gulagbound.com,unreliable
gulfnews.com,unreliable
guns.com,reliable
gunviolencearchive.org,reliable
guttmacher.org,reliable
haaretz.com,reliable
haarp.net,unreliable
halifax.citynews.ca,reliable
halturnershow.com,unreliable
hanfordsentinel.com,reliable
hangthebankers.com,unreliable
hannity.com,unreliable
harpers.org,reliable
harpersbazaar.com,reliable
harvardpolitics.com,reliable
hastingstribune.com,reliable
hawaiinewsnow.com,reliable
hawaiitribune-herald.com,reliable
hbr.org,reliable
hcn.org,reliable
headtopics.com,unreliable
healingfoodreference.com,unreliable
healingoracle.ch,unreliable
health.com,mixed
health.news,unreliable
healthcarefinancenews.com,reliable
healthimpactnews.com,unreliable
healthnutnews.com,unreliable
healthranger.com,unreliable
healthrangerreport.com,unreliable
healthyandnaturalworld.com,mixed
healthyfoodhouse.com,unreliable
healthy-holistic-living.com,unreliable
healthyway.com,reliable
heartland.org,unreliable
heatst.com,unreliable
heavy.com,reliable
hechingerreport.org,reliable
helenair.com,reliable
helsinkitimes.fi,reliable
heraldcourier.com,reliable
herald-dispatch.com,reliable
heraldnet.com,reliable
heraldnews.com,reliable
heraldonline.com,reliable
herald-review.com,reliable
heraldscotland.com,reliable
heraldsun.com,reliable
heraldsun.com.au,reliable
heraldtribune.com,reliable
herb.co,mixed
herbreference.com,unreliable
heritage.org,mixed
hermancain.com,mixed
heterodoxacademy.org,reliable
hickoryrecord.com,reliable
hidesertstar.com,reliable
HigherPerspectives.com,mixed
highline.huffingtonpost.com,reliable
hightimes.com,mixed
hillreporter.com,reliable
hilltimes.com,reliable
hindustantimes.com,mixed
historynewsnetwork.org,reliable
hitc.com,reliable
hjnews.com,reliable
hjnews.com/preston,reliable
hk.appledaily.com,reliable
hln.be,reliable
hoggwatch.com,unreliable
hollywoodreporter.com,reliable
home.nra.org,unreliable
homelandsecuritynewswire.com,reliable
honestreporting.com,reliable
hoover.org,reliable
host.madison.com,reliable
hotair.com,reliable
hotnews.ro,reliable
house.gov,reliable
howstuffworks.com,reliable
howtogeek.com,reliable
hpenews.com,reliable
hrc.org,reliable
hrw.org,reliable
hs.fi,reliable
hsionline.com,unreliable
hudson.org,reliable
huffingtonpost.com,mixed
humanevents.com,mixed
humanium.org,reliable
humanprogress.org,reliable
humansarefree.com,unreliable
hurriyet.com.tr,mixed
hurriyetdailynews.com,mixed
hutchnews.com,reliable
huzlers.com,unreliable
i24news.tv,reliable
ibtimes.com,mixed
iceagenow.info,unreliable
icenews.is,reliable
icij.org,reliable
icr.org,unreliable
icrw.org,reliable
idahopress.com,reliable
idahopress.com/kuna,reliable
idahostatejournal.com,reliable
idahostatesman.com,reliable
iea.org,reliable
iefimerida.gr,mixed
ifamericaknew.org,reliable
iflscience.com,reliable
ifstudies.org,mixed
iharare.com,mixed
ihatethemedia.com,unreliable
ihavethetruth.com,unreliable
ihealthtube.com,unreliable
iheartintelligence.com,mixed
ihr.org,unreliable
ijr.org,reliable
ilgiornale.it,reliable
illegalaliencrimereport.com,unreliable
illicitinfo.com,unreliable
illinoispolicy.org,reliable
illuminatiwatcher.com,unreliable
ilovemyfreedom.org,unreliable
imediaethics.org,reliable
imeu.org,reliable
imprimis.hillsdale.edu,mixed
impulsetoday.com,unreliable
inc.com,reliable
independent.co.uk,mixed
independent.com,reliable
independent.ie,reliable
independent.org,reliable
independentaustralia.net,reliable
independentmail.com,reliable
IndependentMinute.com,unreliable
independentsciencenews.org,mixed
independentsentinel.com,unreliable
independenttribune.com,reliable
index.hr,reliable
indexmundi.com,reliable
india.com,reliable
indianexpress.com,mixed
IndiaTimes.com,mixed
indiatoday.in,mixed
indiatvnews.com,reliable
indypendent.org,reliable
indystar.com,reliable
inews.co.uk,reliable
infiniteunknown.net,unreliable
influencewatch.org,reliable
infobae.com,reliable
infogalactic.com,unreliable
informationclearinghouse.info,mixed
informationliberation.com,unreliable
informer.rs,mixed
inforum.com,reliable
infowars.com,unreliable
ingredients.news,unreliable
inhomelandsecurity.com,reliable
innerstrength.zone,unreliable
inquirer.com,reliable
inquirer.net,reliable
inquisitr.com,mixed
insideclimatenews.org,reliable
insideedition.com,reliable
insidehalton.com/burlington-on,reliable
insidehighered.com,reliable
insideottawavalley.com/arnprior-on,reliable
insideottawavalley.com/carletonplace-on,reliable
insidephilanthropy.com,reliable
insider.com,reliable
instituteforgovernment.org.uk,reliable
intellectualtakeout.org,reliable
intellihub.com,unreliable
interfax.ru,mixed
internationalviewpoint.org,mixed
interpretermag.com,reliable
inthesetimes.com,reliable
intpolicydigest.org,reliable
intrepidreport.com,mixed
inverse.com,reliable
investing.com,mixed
investmentwatchblog.com,mixed
investopedia.com,reliable
investors.com,mixed
investortimes.com,reliable
iotwreport.com,unreliable
iowacapitaldispatch.com,reliable
iowaclimate.org,unreliable
iowastartingline.com,reliable
ipatriot.com,mixed
ipolitics.ca,reliable
ips-dc.org,reliable
ipsos.com,reliable
ire.org,reliable
irishexaminer.com,reliable
irishtimes.com,reliable
irrawaddy.com,reliable
israel21c.org,reliable
israel365news.com,mixed
israelhayom.com,reliable
israelislamandendtimes.com,unreliable
israelnationalnews.com,mixed
issuesinsights.com,mixed
it.sputniknews.com,unreliable
itep.org,reliable
itsgoingdown.org,mixed
itv.com,reliable
ivn.us,reliable
iwf.org,reliable
iwpr.org,reliable
jacksonfreepress.com,reliable
jacksonsun.com,reliable
jacksonville.com,reliable
jacobinmag.com,reliable
jalopnik.com,reliable
jamestown.org,reliable
janes.com,reliable
japantimes.co.jp,reliable
japantoday.com,reliable
jconline.com,reliable
jesusdaily.com,unreliable
jesus-is-savior.com,unreliable
jewishbreakingnews.com,mixed
jewishjournal.com,reliable
jewishpolicycenter.org,reliable
jewishpress.com,reliable
jewishworldreview.com,mixed
JewsNews.co.il,unreliable
jezebel.com,reliable
jihadica.com,reliable
jns.org,reliable
joebiden.com,reliable
joebiden.news,unreliable
joeforamerica.com,unreliable
joerogan.com,mixed
join1440.com,reliable
jointcenter.org,reliable
jordantimes.com,mixed
journaldemontreal.com,reliable
journalgazette.net,reliable
journal-neo.org,unreliable
journal-news.net,reliable
journalnow.com,reliable
journals.cambridge.org,reliable
journalstandard.com,reliable
journalstar.com,reliable
jpost.com/jerusalem-report,reliable
jsonline.com,reliable
jta.org,reliable
juancole.com,reliable
judicialnetwork.com,mixed
judicialwatch.org,unreliable
judithcurry.com,mixed
junkscience.com,unreliable
justfacts.com,reliable
justfactsdaily.com,mixed
justicedenied.org,reliable
justsecurity.org,reliable
justthefacts.org,unreliable
kadn.com,reliable
kagstv.com,reliable
kait8.com,reliable
kalb.com,reliable
kansas.com,reliable
kansascity.com,reliable
kansaspolicy.org,mixed
kare11.com,reliable
kark.com,reliable
katehon.com,unreliable
katu.com,reliable
katv.com,reliable
kbjr6.com,reliable
kbtx.com,reliable
kcbd.com,reliable
kcby.com,reliable
kcci.com,reliable
kcentv.com,reliable
kcna.kp,unreliable
kcra.com,reliable
kctv5.com,reliable
kdrv.com,reliable
kdvr.com,reliable
kearneyhub.com,reliable
keloland.com,reliable
kenoshanews.com,reliable
kens5.com,reliable
kentucky.com,reliable
keprtv.com,reliable
kesq.com,reliable
ketk.com,reliable
ketv.com,reliable
keysnews.com,reliable
keyt.com,reliable
kezi.com,reliable
kfdm.com,reliable
kff.org,reliable
kfor.com,reliable
kfoxtv.com,reliable
kfvs12.com,reliable
kgns.tv,reliable
kgw.com,reliable
khaleejtimes.com,mixed
khn.org,reliable
khon2.com,reliable
khou.com,reliable
khqa.com,reliable
kiem-tv.com,reliable
kimatv.com,reliable
kimt.com,reliable
kiplinger.com,reliable
kiro7.com,reliable
kitchener.citynews.ca,reliable
kitv.com,reliable
kivitv.com,reliable
kktv.com,reliable
klewtv.com,reliable
kltv.com,reliable
kmbc.com,reliable
kmov.com,reliable
kmph.com,reliable
knewz.com,reliable
knightfoundation.org,reliable
knoe.com,reliable
knopnews2.com,reliable
knowherenews.com,reliable
knowyourmeme.com,reliable
knoxnews.com,reliable
koaa.com,reliable
koamnewsnow.com,reliable
koat.com,reliable
koco.com,reliable
koin.com,reliable
kold.com,reliable
kolotv.com,reliable
komonews.com,reliable
kompas.com,reliable
koreaherald.com,reliable
koreatimes.co.kr,reliable
kotaku.com,reliable
kpic.com,reliable
kplctv.com,reliable
kptv.com,reliable
kpvi.com,reliable
kqed.org,reliable
krcgtv.com,reliable
krdo.com,reliable
kristv.com,reliable
kron4.com,reliable
krone.at,reliable
krqe.com,reliable
ksat.com,reliable
ksbw.com,reliable
ksdk.com,reliable
ksl.com,reliable
ksla.com,reliable
ksn.com,reliable
ksnblocal4.com,reliable
kstp.com,reliable
kswo.com,reliable
ktiv.com,reliable
ktla.com,reliable
ktre.com,reliable
ktsm.com,reliable
ktul.com,reliable
ktuu.com,reliable
ktva.com,reliable
ktvl.com,reliable
ktvq.com,reliable
ktvu.com,reliable
kuow.org,reliable
kurdistan24.net,mixed
kutv.com,reliable
kvia.com,reliable
kwch.com,reliable
kwqc.com,reliable
kwtx.com,reliable
kxan.com,reliable
kxii.com,reliable
kxlf.com,reliable
kxly.com,reliable
kxxv.com,reliable
ky3.com,reliable
kyivindependent.com,reliable
kyivpost.com,mixed
kyma.com,reliable
laconiadailysun.com,reliable
ladbible.com,unreliable
ladepeche.fr,reliable
lahainanews.com,reliable
lajuntatribunedemocrat.com,reliable
lalibre.be,reliable
lamag.com,reliable
lancasteronline.com,reliable
lansingstatejournal.com,reliable
lapresse.ca,reliable
larouchepac.com,unreliable
lastampa.it,reliable
lastresistance.com,unreliable
lasvegassun.com,reliable
latimes.com,reliable
latintimes.com,reliable
latitudes.org,mixed
lavendermagazine.com,reliable
law.com,reliable
law360.com,reliable
lawandcrime.com,reliable
laweekly.com,mixed
lawenforcementtoday.com,mixed
lawfareblog.com,reliable
lawliberty.org,reliable
lbc.co.uk,mixed
lcsun-news.com,reliable
ldnews.com,reliable
leaderpost.com,reliable
leadertelegram.com,reliable
leadstories.com,reliable
learnliberty.org,reliable
learntherisk.org,unreliable
leavenworthtimes.com,reliable
lebanon-express.com,reliable
ledevoir.com,reliable
lefigaro.fr,reliable
leftcult.com,unreliable
leftexposed.org,unreliable
leftfootforward.org,mixed
leftjustified.com,mixed
leftvoice.org,mixed
legalinsurrection.com,reliable
legitgov.org,mixed
lehighvalleylive.com,reliable
leicestermercury.co.uk,reliable
lemonde.fr,reliable
lesmoutonsrebelles.com,unreliable
lesoir.be,reliable
lethbridgeherald.com,reliable
levernews.com,reliable
lewrockwell.com,unreliable
lexch.com,reliable
lexingtoninstitute.org,reliable
lfpress.com,reliable
lgbtqnation.com,reliable
libcom.org,reliable
liberationnews.org,reliable
libertarianism.org,reliable
liberty.news,unreliable
libertyalliance.com,unreliable
libertyhangout.org,unreliable
libertyheadlines.com,mixed
libertynation.com,mixed
libertynews.com,reliable
libertytalk.fm,unreliable
libtards.news,unreliable
lifehacker.com,reliable
lifenews.com,unreliable
lifesitenews.com,unreliable
lifespa.com,unreliable
lifezette.com,mixed
lincolncourier.com,reliable
lincolnproject.us,mixed
lindelltv.com,unreliable
listverse.com,reliable
littlegreenfootballs.com,reliable
littlethings.com,mixed
live5news.com,reliable
liveaction.org,mixed
liveleak.com,mixed
livemint.com,mixed
livestrong.com,mixed
liveuamap.com,reliable
livingwhole.org,mixed
ljworld.com,reliable
lmtonline.com,reliable
local12.com,reliable
local21news.com,reliable
localdvm.com,reliable
localmemphis.com,reliable
localnews8.com,reliable
localsyr.com,reliable
logically.ai,reliable
lohud.com,reliable
lompocrecord.com,reliable
longwarjournal.org,reliable
losangeles.cbslocal.com,reliable
louderwithcrowder.com,mixed
lovelycitizen.com,reliable
lubbockonline.com,reliable
lucianne.com,unreliable
m24.ru,mixed
MacedoniaOnline.eu,unreliable
mackinac.org,reliable
macleans.ca,reliable
macon.com,reliable
madworldnews.com,unreliable
magazine.atavist.com,reliable
magicvalley.com,reliable
mainebeacon.com,reliable
mainerepublicemailalert.com,unreliable
mainichi.jp,reliable
makeuseof.com,reliable
malaymail.com,reliable
malaysiakini.com,reliable
malaysia-today.net,mixed
manhattan-institute.org,mixed
manilatimes.net,mixed
maplight.org,reliable
marginalrevolution.com,reliable
mariettatimes.com,reliable
marketwatch.com,reliable
martinsvillebulletin.com,reliable
marxist.com,reliable
mashable.com,reliable
masslive.com,reliable
mauinews.com,reliable
mb.com.ph,mixed
mcall.com,reliable
mcclatchydc.com,reliable
mcdonoughvoice.com,reliable
mcdowellnews.com,reliable
meaww.com,mixed
mediaequalizer.com,mixed
mediafactwatch.com,unreliable
mediaite.com,reliable
mediamass.net,unreliable
mediamatters.org,reliable
mediapart.fr,reliable
mediapost.com,reliable
mediarightnews.com,reliable
mediaroots.org,mixed
medicaldaily.com,mixed
medicalkidnap.com,unreliable
medicalmedium.com,unreliable
medicine.news,unreliable
medium.com,mixed
meduza.io,reliable
meforum.org,unreliable
meidastouch.com,mixed
memeorandum.com,mixed
memepoliceman.com,reliable
memri.org,unreliable
menshealth.com,reliable
mentalfloss.com,reliable
mercatornet.com,mixed
mercatus.org,reliable
mercola.com,unreliable
mercurynews.com,reliable
merionwest.com,reliable
merryjane.com,mixed
messengernews.net,reliable
metabunk.org,reliable
metro.co.uk,mixed
metro.us,reliable
metrotimes.com,reliable
metrowestdailynews.com,reliable
mexiconewsdaily.com,reliable
mg.co.za,mixed
miami.cbslocal.com,reliable
miamiherald.com,reliable
miaminewtimes.com,reliable
miamivalleytoday.com,reliable
mic.com,reliable
middleeasteye.net,reliable
middleeastmonitor.com,mixed
migrationpolicy.org,reliable
military.com,reliable
militarytimes.com,reliable
milliyet.com.tr,mixed
mindbodygreen.com,mixed
mininggazette.com,reliable
minnesota.cbslocal.com,reliable
minnpost.com,reliable
mintpressnews.com,mixed
mirror.co.uk,mixed
mississippitoday.org,reliable
missoulian.com,reliable
mixi.media,unreliable
mlive.com,reliable
mnn.com,reliable
modbee.com,reliable
modernalternativemama.com,mixed
modernhealthcare.com,reliable
modernliberals.com,mixed
mondoweiss.net,unreliable
moneytalksnews.com,reliable
montgomeryadvertiser.com,reliable
monthlyreview.org,reliable
montreal.citynews.ca,reliable
montrealgazette.com,reliable
moonbattery.com,unreliable
moonofalabama.org,mixed
mooresvilletribune.com,reliable
morganton.com,reliable
morningbrew.com,reliable
morningconsult.com,reliable
morningnewsusa.com,unreliable
morningstaronline.co.uk,reliable
motherjones.com,reliable
mothership.sg,mixed
moultrieobserver.com,reliable
mprnews.org,reliable
mrc.org,mixed
msmagazine.com,reliable
msn.com,reliable
msnbc.com,mixed
mtdemocrat.com,reliable
mtstandard.com,reliable
muncievoice.com,mixed
muscatinejournal.com,reliable
muskokaregion.com/bracebridge-on,reliable
mycbs4.com,reliable
mycentraljersey.com,reliable
mychamplainvalley.com,reliable
mydailyfreedom.com,unreliable
mydailyregister.com,reliable
mydailysentinel.com,reliable
mydailytribune.com,reliable
myeasternshoremd.com/qa,reliable
myfox28columbus.com,reliable
myfox8.com,reliable
myfoxzone.com,reliable
myheraldreview.com,reliable
myheraldreview.com/news/willcox,reliable
mynbc15.com,reliable
mynews4.com,reliable
mynewsla.com,reliable
mynorthwest.com,reliable
myrecordjournal.com,reliable
myrgv.com,reliable
mysanantonio.com,reliable
mysuncoast.com,reliable
mytwintiers.com,reliable
mywebtimes.com,reliable
naacp.org,reliable
nacion.com,reliable
nakedcapitalism.com,reliable
napavalleyregister.com,reliable
naplesnews.com,reliable
natall.com,unreliable
nation.africa,mixed
Nation.com.pk,mixed
nationalaffairs.com,reliable
nationalcenter.org,mixed
nationalenquirer.com,unreliable
nationalfile.com,unreliable
nationalinterest.org,reliable
nationaljournal.com,reliable
nationalmemo.com,reliable
nationalnewswatch.com,reliable
nationalobserver.com,reliable
nationalpost.com,reliable
nationalreport.net,unreliable
nationalreview.com,reliable
nationalrighttolifenews.org,unreliable
nationalsecurity.news,unreliable
nationalvanguard.org,unreliable
nationmaster.com,reliable
nationofchange.org,reliable
natmonitor.com,reliable
naturalcures.com,mixed
naturalhealth365.com,unreliable
naturallysavvy.com,mixed
naturalmedicine.news,unreliable
naturalnews.com,unreliable
naturalnewsblogs.com,unreliable
naturalnewsradio.com,unreliable
naturalpedia.com,unreliable
naturalsociety.com,mixed
nature.org,reliable
navytimes.com,reliable
nbc11news.com,reliable
nbc12.com,reliable
nbc15.com,reliable
nbc16.com,reliable
nbc24.com,reliable
nbc25news.com,reliable
nbc29.com,reliable
nbc4i.com,reliable
nbcbayarea.com,reliable
nbcboston.com,reliable
nbcchicago.com,reliable
nbcdfw.com,reliable
nbclosangeles.com,reliable
nbcmiami.com,reliable
nbcnebraskascottsbluff.com,reliable
nbcnews.com,reliable
nbcnewyork.com,reliable
nbcphiladelphia.com,reliable
nbcwashington.com,reliable
nber.org,reliable
nccivitas.org,mixed
ncnewsonline.com,reliable
ncregister.com,mixed
ncsl.org,reliable
ndtv.com,mixed
nebraska.tv,reliable
necn.com,reliable
needtoknow.news,unreliable
neonnettle.com,unreliable
neuronation.com,mixed
newamerica.org,reliable
newarkpostonline.com,reliable
newbernsj.com,reliable
newbostonpost.com,mixed
newcenturytimes.com,unreliable
neweurope.eu,reliable
newideal.aynrand.org,mixed
newleftreview.org,reliable
newmatilda.com,reliable
newmoderate.com,mixed
newnation.org,unreliable
newpol.org,mixed
newrepublic.com,reliable
news.abs-cbn.com,reliable
news.amomama.com,reliable
news.cn,unreliable
news.err.ee,reliable
news.google.com,reliable
news.grabien.com,mixed
news.harvard.edu,reliable
news.mongabay.com,reliable
news.sky.com,reliable
news.trust.org,reliable
news.yahoo.com,reliable
news10.com,reliable
news10.com/fox-23,reliable
news18.com,unreliable
news24.com,reliable
news3lv.com,reliable
news4jax.com,reliable
news4sanantonio.com,reliable
news5cleveland.com,reliable
news8000.com,reliable
news9.com,reliable
newsadvance.com,reliable
newsammo.com,unreliable
newsandsentinel.com,reliable
newsbiscuit.com,unreliable
newsblaze.com,unreliable
newsbreak.com,unreliable
newsbud.com,mixed
newsbusters.org,mixed
newscentermaine.com,reliable
newschannel10.com,reliable
newschannel5.com,reliable
newschannel6now.com,reliable
newschannel9.com,reliable
newschief.com,reliable
newscorpse.com,mixed
newsdaily12.com,unreliable
newsday.com,reliable
newsela.com,reliable
newser.com,reliable
newsexaminer.net,unreliable
newsfactsnetwork.com,reliable
news-gazette.com,reliable
newsguardtech.com,reliable
newsherald.com,reliable
news-herald.com,reliable
newshounds.us,mixed
newsinsideout.com,unreliable
news-journal.com,reliable
newsjustforyou1.blogspot.com,unreliable
news-leader.com,reliable
newslo.com,unreliable
newslookup.com,mixed
newsmax.com,mixed
newsnationnow.com,reliable
newsnow.co.uk,mixed
newsobserver.com,reliable
newson6.com,reliable
newsone.com,reliable
newsoptimist.ca,reliable
newspress.com,mixed
newspressnow.com,reliable
newspunch.com,unreliable
newspushed.com,unreliable
newsrescue.com,unreliable
newstarget.com,unreliable
newstatesman.com,reliable
newstimes.com,reliable
newsvirginian.com,reliable
newswars.com,unreliable
newsweek.com,reliable
newswithviews.com,unreliable
newsy.com,reliable
newyork.cbslocal.com,reliable
newyorker.com,reliable
newzjunky.com,mixed
nextgov.com,reliable
nfrw.org,mixed
ngo-monitor.org,mixed
nhk.or.jp,reliable
nhk.or.jp/nhkworld,reliable
nhregister.com,reliable
niagara-gazette.com,reliable
niemanlab.org,reliable
nine.com.au,reliable
niskanencenter.org,reliable
nj.com,reliable
nj1015.com,reliable
nknews.org,reliable
NNettle.com,unreliable
nola.com,reliable
nolabels.org,reliable
nomorefakenews.com,unreliable
nonpareilonline.com,reliable
noozhawk.com,reliable
noqreport.com,unreliable
norfolkdailynews.com,reliable
northbaynipissing.com/almaguinhighlands-on,reliable
northjersey.com,reliable
norwichbulletin.com,reliable
nos.nl,reliable
noticias-frescas.com,unreliable
notizzia.com,unreliable
notrickszone.com,unreliable
notthebee.com,reliable
novaramedia.com,mixed
novinite.com,reliable
novinky.cz,reliable
nowtheendbegins.com,unreliable
nowthisnews.com,unreliable
nowtoronto.com,reliable
npr.org,reliable
nptelegraph.com,reliable
nraila.org,mixed
nrdc.org,reliable
nrlc.org,unreliable
nst.com.my,reliable
ntd.tv,mixed
ntknetwork.com,mixed
nutrientreference.com,unreliable
nutritionfacts.org,mixed
nvic.org,unreliable
nwahomepage.com,reliable
nwaonline.com,reliable
nwfdailynews.com,reliable
nwitimes.com,reliable
ny1.com,reliable
nydailynews.com,reliable
nymag.com,reliable
nypost.com,mixed
nysun.com,reliable
nytimes.com,reliable
nzherald.co.nz,reliable
oaoa.com,reliable
oathkeepers.org,unreliable
observatorial.com,unreliable
observer.com,reliable
ocala.com,reliable
occupy.com,reliable
occupydemocrats.com,unreliable
occupyyourself.org,mixed
ocregister.com,reliable
ocweekly.com,reliable
offgridsurvival.com,mixed
off-guardian.org,mixed
ohiocapitaljournal.com,reliable
oilprice.com,reliable
okcfox.com,reliable
oklahoman.com,reliable
omaha.com,reliable
oneangrygamer.net,mixed
onegreenplanet.org,mixed
oneindia.com,mixed
onlineathens.com,reliable
onlysimchas.com,unreliable
opednews.com,mixed
opendoorsusa.org,mixed
opensecrets.org,reliable
opensocietyfoundations.org,mixed
openthegovernment.org,reliable
openvaers.com,mixed
opposingviews.com,mixed
opslens.com,mixed
order-order.com,mixed
oregonlive.com,reliable
organicconsumers.org,unreliable
organicfacts.net,mixed
origo.hu,mixed
orlandosentinel.com,reliable
other98.com,unreliable
ottawa.citynews.ca,reliable
ottawacitizen.com,reliable
ottawasun.com,reliable
ourquadcities.com,reliable
ourworldindata.org,reliable
out.com,reliable
outkick.com,mixed
outlook.monmouth.edu,reliable
outsidethebeltway.com,reliable
overpassesforamerica.com,unreliable
oye.news,unreliable
oyez.org,reliable
ozarksfirst.com,reliable
ozy.com,reliable
pacificpundit.com,unreliable
pacificresearch.org,reliable
pahomepage.com,reliable
palestinechronicle.com,reliable
pal-item.com,reliable
palmbeachdailynews.com,reliable
palmbeachpost.com,reliable
palmerreport.com,mixed
pamelageller.com,unreliable
pamplinmedia.com,reliable
panampost.com,reliable
pandemic.news,unreliable
pantagraph.com,reliable
parkrecord.com,reliable
parler.com,unreliable
parrysound.com,reliable
pastemagazine.com,reliable
patch.com,reliable
patheos.com,mixed
patriotfetch.com,unreliable
patrioticmillionaires.org,reliable
patrioticviralnews.com,unreliable
patriotpost.us,mixed
patriotretort.com,mixed
patriots4truth.org,unreliable
pbs.org,reliable
pe.com,reliable
peacock-panache.com,mixed
pekintimes.com,reliable
peninsuladailynews.com,reliable
penncapital-star.com,reliable
pennlive.com,reliable
people.com,reliable
perezhilton.com,unreliable
personalliberty.com,unreliable
pfaw.org,reliable
pgpf.org,reliable
philadelphia.cbslocal.com,reliable
phillytrib.com,reliable
phillyvoice.com,reliable
phl17.com,reliable
phnompenhpost.com,mixed
phoenixnewtimes.com,reliable
photographyisnotacrime.com,reliable
piie.com,reliable
pilotonline.com,reliable
pinknews.co.uk,reliable
pix11.com,reliable
pjmedia.com,mixed
pjstar.com,reliable
placesjournal.org,reliable
pluralist.com,reliable
pnj.com,reliable
poconorecord.com,reliable
pogo.org,reliable
policyed.org,reliable
politicalcritique.org,reliable
politicaldig.com,mixed
politicalflare.com,unreliable
politicalite.com,mixed
PoliticalMayhem.news,unreliable
politicaltribune.org,mixed
politicalwire.com,reliable
politichicks.com,mixed
politico.com,reliable
politicsthatwork.com,reliable
politicususa.com,mixed
politifact.com,reliable
politisite.com,reliable
pollution.news,unreliable
polygon.com,reliable
pontiacdailyleader.com,reliable
pop.org,unreliable
popular.info,reliable
populardemocracy.org,reliable
popularresistance.org,reliable
populationconnection.org,reliable
portsmouth-dailytimes.com,reliable
positive.news,reliable
postandcourier.com,reliable
postbulletin.com,reliable
Postcard.news,unreliable
post-gazette.com,reliable
postindependent.com,reliable
post-journal.com,reliable
postregister.com,reliable
postregister.com/star,reliable
poststar.com,reliable
powdeRedwigsociety.com,unreliable
powerlineblog.com,mixed
poynter.org,reliable
prageru.com,unreliable
pravda.com.ua,reliable
pravdareport.com,unreliable
prepareforchange.net,unreliable
presscalifornia.com,unreliable
press-citizen.com,reliable
pressdemocrat.com,reliable
pressfortruth.ca,mixed
pressherald.com,reliable
pressofatlanticcity.com,reliable
pressprogress.ca,reliable
presstv.com,unreliable
prevention.com,mixed
pri.org,reliable
principia-scientific.org,unreliable
prisonplanet.com,unreliable
private-eye.co.uk,mixed
prnewswire.mediaroom.com,reliable
prntly.com,unreliable
procon.org,reliable
profam.org,unreliable
progressive.org,reliable
projectcensored.org,reliable
project-syndicate.org,reliable
projectveritas.com,unreliable
prophecynewswatch.com,unreliable
prophecytoday.com,unreliable
propublica.org,reliable
prospect.org,reliable
prospectmagazine.co.uk,reliable
protocol.com,reliable
protrumpnews.com,unreliable
providencejournal.com,reliable
prri.org,reliable
prwatch.org,reliable
psmag.com,reliable
publicintegrity.org,reliable
publicinterestlegal.org,mixed
publico.es,reliable
publicpolicypolling.com,reliable
puck.news,reliable
punchbowl.news,reliable
punchingbagpost.com,mixed
punchng.com,mixed
qanon.pub,unreliable
qconline.com,reliable
qctimes.com,reliable
qpolitical.com,unreliable
quadrant.org.au,mixed
queerty.com,reliable
quillette.com,unreliable
qz.com,reliable
rabble.ca,reliable
radiotelevisionmarti.com,mixed
rand.org,reliable
randpaul.news,unreliable
rantt.com,reliable
rapidcityjournal.com,reliable
rappler.com,reliable
rare.us,reliable
rasmussenreports.com,reliable
rationalground.com,unreliable
rationalwiki.org,reliable
ravallirepublic.com,reliable
rawstory.com,mixed
rd.com,mixed
react365.com,unreliable
readersupportednews.org,mixed
readfrontier.org,reliable
readingthepictures.org,reliable
readsludge.com,reliable
reaganwasright.com,unreliable
realcleardefense.com,reliable
realclearinvestigations.com,reliable
realclearmarkets.com,reliable
realclearpolicy.com,reliable
realclearpolitics.com,reliable
realclearreligion.org,reliable
realfarmacy.com,unreliable
realjewnews.com,unreliable
RearFront.com,unreliable
reason.com,reliable
rebelnews.com,mixed
recode.net,reliable
record-eagle.com,reliable
recordherald.com,reliable
recordnet.com,reliable
redalertpolitics.com,mixed
redding.com,reliable
Redflagnews.com,unreliable
redice.tv,unreliable
redorbit.com,mixed
redoubtnews.com,mixed
redpepper.org.uk,reliable
redstate.com,mixed
redstatewatcher.com,unreliable
refinery29.com,reliable
reformedmedia.net,unreliable
regated.com,mixed
registerguard.com,reliable
registerherald.com,reliable
relevantmagazine.com,reliable
religionnews.com,reliable
remnantnewspaper.com,unreliable
renewamerica.com,unreliable
renewedright.com,mixed
rense.com,unreliable
rep-am.com,reliable
reporterherald.com,reliable
